x,z,dist,zorg,ne
69916.7884943001,-17.7079405743032,1339,-17.7079405743032,1
69917.7884943001,-17.6972467881644,1340,-17.6972467881644,1
69918.7884943001,-17.686768364888,1341,-17.686768364888,1
69919.7884943001,-17.678915648439,1342,-17.678915648439,1
69920.7884943001,-17.6710629319907,1343,-17.6710629319907,1
69921.7884943001,-17.6632102155417,1344,-17.6632102155417,1
69922.7884943001,-17.6553574990933,1345,-17.6553574990933,1
69923.7884943001,-17.6475047826441,1346,-17.6475047826441,1
69924.7884943001,-17.6396520661959,1347,-17.6396520661959,1
69925.7884943001,-17.6317993497468,1348,-17.6317993497468,1
69926.7884943001,-17.6239466332985,1349,-17.6239466332985,1
69927.7884943001,-17.6160939168494,1350,-17.6160939168494,1
69928.7884943001,-17.6082412004011,1351,-17.6082412004011,1
69929.7884943001,-17.6003884839527,1352,-17.6003884839527,1
69930.7884943001,-17.5925357675037,1353,-17.5925357675037,1
69931.7884943001,-17.5846830510553,1354,-17.5846830510553,1
69932.7884943001,-17.5768303346062,1355,-17.5768303346062,1
69933.7884943001,-17.5689776181573,1356,-17.5689776181573,1
69934.7884943001,-17.561124901709,1357,-17.561124901709,1
69935.7884943001,-17.5532721852605,1358,-17.5532721852605,1
69936.7884943001,-17.5454194688115,1359,-17.5454194688115,1
69937.7884943001,-17.537612182481,1360,-17.537612182481,1
69938.7884943001,-17.5303504079639,1361,-17.5303504079639,1
69939.7884943001,-17.5230886334474,1362,-17.5230886334474,1
69940.7884943001,-17.5158268589303,1363,-17.5158268589303,1
69941.7884943001,-17.5085650844137,1364,-17.5085650844137,1
69942.7884943001,-17.5013033098966,1365,-17.5013033098966,1
69943.7884943001,-17.4940415353801,1366,-17.4940415353801,1
69944.7884943001,-17.486779760863,1367,-17.486779760863,1
69945.7884943001,-17.4795179863465,1368,-17.4795179863465,1
69946.7884943001,-17.4722562118294,1369,-17.4722562118294,1
69947.7884943001,-17.4649944373128,1370,-17.4649944373128,1
69948.7884943001,-17.4577326627956,1371,-17.4577326627956,1
69949.7884943001,-17.4504708882791,1372,-17.4504708882791,1
69950.7884943001,-17.443209113762,1373,-17.443209113762,1
69951.7884943001,-17.4359473392455,1374,-17.4359473392455,1
69952.7884943001,-17.4286855647284,1375,-17.4286855647284,1
69953.7884943001,-17.4214237902119,1376,-17.4214237902119,1
69954.7884943001,-17.4141620156948,1377,-17.4141620156948,1
69955.7884943001,-17.4069002411782,1378,-17.4069002411782,1
69956.7884943001,-17.3996384666611,1379,-17.3996384666611,1
69957.7884943001,-17.3923766921446,1380,-17.3923766921446,1
69958.7884943001,-17.3851149176275,1381,-17.3851149176275,1
69959.7884943001,-17.377853143111,1382,-17.377853143111,1
69960.7884943001,-17.3705913685944,1383,-17.3705913685944,1
69961.7884943001,-17.3633295940773,1384,-17.3633295940773,1
69962.7884943001,-17.3560678195608,1385,-17.3560678195608,1
69963.7884943001,-17.3488060450437,1386,-17.3488060450437,1
69964.7884943001,-17.3415442705272,1387,-17.3415442705272,1
69965.7884943001,-17.3342824960101,1388,-17.3342824960101,1
69966.7884943001,-17.3270207214935,1389,-17.3270207214935,1
69967.7884943001,-17.3197589469764,1390,-17.3197589469764,1
69968.7884943001,-17.3124971724598,1391,-17.3124971724598,1
69969.7884943001,-17.3052353979427,1392,-17.3052353979427,1
69970.7884943001,-17.2979736234262,1393,-17.2979736234262,1
69971.7884943001,-17.2907118489091,1394,-17.2907118489091,1
69972.7884943001,-17.2834500743926,1395,-17.2834500743926,1
69973.7884943001,-17.2761882998753,1396,-17.2761882998753,1
69974.7884943001,-17.2689265253589,1397,-17.2689265253589,1
69975.7884943001,-17.2616647508417,1398,-17.2616647508417,1
69976.7884943001,-17.2544029763252,1399,-17.2544029763252,1
69977.7884943001,-17.2471412018081,1400,-17.2471412018081,1
69978.7884943001,-17.2398794272916,1401,-17.2398794272916,1
69979.7884943001,-17.2326176527745,1402,-17.2326176527745,1
69980.7884943001,-17.2253558782579,1403,-17.2253558782579,1
69981.7884943001,-17.2180941037408,1404,-17.2180941037408,1
69982.7884943001,-17.2108323292243,1405,-17.2108323292243,1
69983.7884943001,-17.2035705547072,1406,-17.2035705547072,1
69984.7884943001,-17.1963087801907,1407,-17.1963087801907,1
69985.7884943001,-17.1890470056736,1408,-17.1890470056736,1
69986.7884943001,-17.181785231157,1409,-17.181785231157,1
69987.7884943001,-17.1745234566405,1410,-17.1745234566405,1
69988.7884943001,-17.1672616821234,1411,-17.1672616821234,1
69989.7884943001,-17.1599999076069,1412,-17.1599999076069,1
69990.7884943001,-17.1527381330898,1413,-17.1527381330898,1
69991.7884943001,-17.1454763585732,1414,-17.1454763585732,1
69992.7884943001,-17.1382145840561,1415,-17.1382145840561,1
69993.7884943001,-17.1309091472905,1416,-17.1309091472905,1
69994.7884943001,-17.1231018879132,1417,-17.1231018879132,1
69995.7884943001,-17.1152946285365,1418,-17.1152946285365,1
69996.7884943001,-17.1074873691592,1419,-17.1074873691592,1
69997.7884943001,-17.0996801097825,1420,-17.0996801097825,1
69998.7884943001,-17.091872850405,1421,-17.091872850405,1
69999.7884943001,-17.0840655910283,1422,-17.0840655910283,1
70000.7884943001,-17.0762583316511,1423,-17.0762583316511,1
70001.7884943001,-17.0684510722744,1424,-17.0684510722744,1
70002.7884943001,-17.060643812897,1425,-17.060643812897,1
70003.7884943001,-17.0528365535204,1426,-17.0528365535204,1
70004.7884943001,-17.0450292941431,1427,-17.0450292941431,1
70005.7884943001,-17.0372220347663,1428,-17.0372220347663,1
70006.7884943001,-17.0294147753889,1429,-17.0294147753889,1
70007.7884943001,-17.0216075160123,1430,-17.0216075160123,1
70008.7884943001,-17.0138002566349,1431,-17.0138002566349,1
70009.7884943001,-17.0059929972583,1432,-17.0059929972583,1
70010.7884943001,-16.998185737881,1433,-16.998185737881,1
70011.7884943001,-16.9903784785043,1434,-16.9903784785043,1
70012.7884943001,-16.9825758283279,1435,-16.9825758283279,1
70013.7884943001,-16.9748253905612,1436,-16.9748253905612,1
70014.7884943001,-16.9670749527951,1437,-16.9670749527951,1
70015.7884943001,-16.9593245150283,1438,-16.9593245150283,1
70016.7884943001,-16.9515740772622,1439,-16.9515740772622,1
70017.7884943001,-16.9438236394953,1440,-16.9438236394953,1
70018.7884943001,-16.9360732017292,1441,-16.9360732017292,1
70019.7884943001,-16.9283227639623,1442,-16.9283227639623,1
70020.7884943001,-16.9205723261962,1443,-16.9205723261962,1
70021.7884943001,-16.9128218884294,1444,-16.9128218884294,1
70022.7884943001,-16.9050714506633,1445,-16.9050714506633,1
70023.7884943001,-16.8973210128964,1446,-16.8973210128964,1
70024.7884943001,-16.8895705751303,1447,-16.8895705751303,1
70025.7884943001,-16.8818201373636,1448,-16.8818201373636,1
70026.7884943001,-16.8740696995974,1449,-16.8740696995974,1
70027.7884943001,-16.8663192618307,1450,-16.8663192618307,1
70028.7884943001,-16.8585688240645,1451,-16.8585688240645,1
70029.7884943001,-16.8508183862977,1452,-16.8508183862977,1
70030.7884943001,-16.8430679485315,1453,-16.8430679485315,1
70031.7884943001,-16.8353175107647,1454,-16.8353175107647,1
70032.7884943001,-16.8275670729986,1455,-16.8275670729986,1
70033.7884943001,-16.8198166352318,1456,-16.8198166352318,1
70034.7884943001,-16.8120661974657,1457,-16.8120661974657,1
70035.7884943001,-16.8043157596989,1458,-16.8043157596989,1
70036.7884943001,-16.7965653219328,1459,-16.7965653219328,1
70037.7884943001,-16.7888148841667,1460,-16.7888148841667,1
70038.7884943001,-16.7810644463999,1461,-16.7810644463999,1
70039.7884943001,-16.7733140086338,1462,-16.7733140086338,1
70040.7884943001,-16.7655635708669,1463,-16.7655635708669,1
70041.7884943001,-16.7578131331008,1464,-16.7578131331008,1
70042.7884943001,-16.7500626953339,1465,-16.7500626953339,1
70043.7884943001,-16.7423122575678,1466,-16.7423122575678,1
70044.7884943001,-16.734561819801,1467,-16.734561819801,1
70045.7884943001,-16.7268113820349,1468,-16.7268113820349,1
70046.7884943001,-16.7190609442682,1469,-16.7190609442682,1
70047.7884943001,-16.711310506502,1470,-16.711310506502,1
70048.7884943001,-16.7035600687352,1471,-16.7035600687352,1
70049.7884943001,-16.695809630969,1472,-16.695809630969,1
70050.7884943001,-16.6880591932023,1473,-16.6880591932023,1
70051.7884943001,-16.6803087554361,1474,-16.6803087554361,1
70052.7884943001,-16.6725583176693,1475,-16.6725583176693,1
70053.7884943001,-16.6648078799032,1476,-16.6648078799032,1
70054.7884943001,-16.6570574421364,1477,-16.6570574421364,1
70055.7884943001,-16.6493070043702,1478,-16.6493070043702,1
70056.7884943001,-16.6415565666034,1479,-16.6415565666034,1
70057.7884943001,-16.6338061288373,1480,-16.6338061288373,1
70058.7884943001,-16.6260556910705,1481,-16.6260556910705,1
70059.7884943001,-16.6183052533044,1482,-16.6183052533044,1
70060.7884943001,-16.6105548155377,1483,-16.6105548155377,1
70061.7884943001,-16.6028043777715,1484,-16.6028043777715,1
70062.7884943001,-16.5950539400053,1485,-16.5950539400053,1
70063.7884943001,-16.5873035022385,1486,-16.5873035022385,1
70064.7884943001,-16.5795530644717,1487,-16.5795530644717,1
70065.7884943001,-16.5718026267056,1488,-16.5718026267056,1
70066.7884943001,-16.5640521889388,1489,-16.5640521889388,1
70067.7884943001,-16.5563017511726,1490,-16.5563017511726,1
70068.7884943001,-16.5486078242505,1491,-16.5486078242505,1
70069.7884943001,-16.5415278791039,1492,-16.5415278791039,1
70070.7884943001,-16.534447933958,1493,-16.534447933958,1
70071.7884943001,-16.5273679888113,1494,-16.5273679888113,1
70072.7884943001,-16.5202880436653,1495,-16.5202880436653,1
70073.7884943001,-16.5132080985187,1496,-16.5132080985187,1
70074.7884943001,-16.5061281533726,1497,-16.5061281533726,1
70075.7884943001,-16.4990482082261,1498,-16.4990482082261,1
70076.7884943001,-16.49196826308,1499,-16.49196826308,1
70077.7884943001,-16.4848883179334,1500,-16.4848883179334,1
70078.7884943001,-16.4778083727875,1501,-16.4778083727875,1
70079.7884943001,-16.4707284276408,1502,-16.4707284276408,1
70080.7884943001,-16.4636484824948,1503,-16.4636484824948,1
70081.7884943001,-16.4565685373482,1504,-16.4565685373482,1
70082.7884943001,-16.4494885922022,1505,-16.4494885922022,1
70083.7884943001,-16.4424086470556,1506,-16.4424086470556,1
70084.7884943001,-16.4353287019095,1507,-16.4353287019095,1
70085.7884943001,-16.428248756763,1508,-16.428248756763,1
70086.7884943001,-16.4211688116169,1509,-16.4211688116169,1
70087.7884943001,-16.4140888664703,1510,-16.4140888664703,1
70088.7884943001,-16.4070089213243,1511,-16.4070089213243,1
70089.7884943001,-16.3999289761777,1512,-16.3999289761777,1
70090.7884943001,-16.3928490310317,1513,-16.3928490310317,1
70091.7884943001,-16.3857690858851,1514,-16.3857690858851,1
70092.7884943001,-16.3786891407391,1515,-16.3786891407391,1
70093.7884943001,-16.3716091955931,1516,-16.3716091955931,1
70094.7884943001,-16.3645292504464,1517,-16.3645292504464,1
70095.7884943001,-16.3574493053005,1518,-16.3574493053005,1
70096.7884943001,-16.3503693601539,1519,-16.3503693601539,1
70097.7884943001,-16.3432894150079,1520,-16.3432894150079,1
70098.7884943001,-16.3362094698612,1521,-16.3362094698612,1
70099.7884943001,-16.3291295247151,1522,-16.3291295247151,1
70100.7884943001,-16.3220495795686,1523,-16.3220495795686,1
70101.7884943001,-16.3149696344226,1524,-16.3149696344226,1
70102.7884943001,-16.307889689276,1525,-16.307889689276,1
70103.7884943001,-16.30080974413,1526,-16.30080974413,1
70104.7884943001,-16.2937297989834,1527,-16.2937297989834,1
70105.7884943001,-16.2866498538373,1528,-16.2866498538373,1
70106.7884943001,-16.2795699086907,1529,-16.2795699086907,1
70107.7884943001,-16.2724899635447,1530,-16.2724899635447,1
70108.7884943001,-16.2654100183981,1531,-16.2654100183981,1
70109.7884943001,-16.2583300732521,1532,-16.2583300732521,1
70110.7884943001,-16.2512501281055,1533,-16.2512501281055,1
70111.7884943001,-16.2441701829594,1534,-16.2441701829594,1
70112.7884943001,-16.2370902378128,1535,-16.2370902378128,1
70113.7884943001,-16.2300102926668,1536,-16.2300102926668,1
70114.7884943001,-16.2229303475203,1537,-16.2229303475203,1
70115.7884943001,-16.2158504023742,1538,-16.2158504023742,1
70116.7884943001,-16.2087704572276,1539,-16.2087704572276,1
70117.7884943001,-16.2016905120816,1540,-16.2016905120816,1
70118.7884943001,-16.1946105669356,1541,-16.1946105669356,1
70119.7884943001,-16.1875306217891,1542,-16.1875306217891,1
70120.7884943001,-16.180450676643,1543,-16.180450676643,1
70121.7884943001,-16.1733707314964,1544,-16.1733707314964,1
70122.7884943001,-16.1662907863504,1545,-16.1662907863504,1
70123.7884943001,-16.1592108412037,1546,-16.1592108412037,1
70124.7884943001,-16.1521308960578,1547,-16.1521308960578,1
70125.7884943001,-16.1450509509111,1548,-16.1450509509111,1
70126.7884943001,-16.1379710057651,1549,-16.1379710057651,1
70127.7884943001,-16.1308910606185,1550,-16.1308910606185,1
70128.7884943001,-16.1238111154725,1551,-16.1238111154725,1
70129.7884943001,-16.116731170326,1552,-16.116731170326,1
70130.7884943001,-16.1096512251798,1553,-16.1096512251798,1
70131.7884943001,-16.1025712800332,1554,-16.1025712800332,1
70132.7884943001,-16.0954913348873,1555,-16.0954913348873,1
70133.7884943001,-16.0884113897406,1556,-16.0884113897406,1
70134.7884943001,-16.0813314445947,1557,-16.0813314445947,1
70135.7884943001,-16.074251499448,1558,-16.074251499448,1
70136.7884943001,-16.0671715543019,1559,-16.0671715543019,1
70137.7884943001,-16.0600916091554,1560,-16.0600916091554,1
70138.7884943001,-16.0530116640093,1561,-16.0530116640093,1
70139.7884943001,-16.0459317188628,1562,-16.0459317188628,1
70140.7884943001,-16.0388517737168,1563,-16.0388517737168,1
70141.7884943001,-16.0317718285701,1564,-16.0317718285701,1
70142.7884943001,-16.0246918834241,1565,-16.0246918834241,1
70143.7884943001,-16.0177185731939,1566,-16.0177185731939,1
70144.7884943001,-16.0118432409889,1567,-16.0118432409889,1
70145.7884943001,-16.0059679087843,1568,-16.0059679087843,1
70146.7884943001,-16.0000925765792,1569,-16.0000925765792,1
70147.7884943001,-15.9942172443746,1570,-15.9942172443746,1
70148.7884943001,-15.9883419121696,1571,-15.9883419121696,1
70149.7884943001,-15.9824665799649,1572,-15.9824665799649,1
70150.7884943001,-15.9765912477598,1573,-15.9765912477598,1
70151.7884943001,-15.9707159155553,1574,-15.9707159155553,1
70152.7884943001,-15.9648405833502,1575,-15.9648405833502,1
70153.7884943001,-15.9589652511456,1576,-15.9589652511456,1
70154.7884943001,-15.9530899189407,1577,-15.9530899189407,1
70155.7884943001,-15.947214586736,1578,-15.947214586736,1
70156.7884943001,-15.9413392545309,1579,-15.9413392545309,1
70157.7884943001,-15.9354639223264,1580,-15.9354639223264,1
70158.7884943001,-15.9295885901213,1581,-15.9295885901213,1
70159.7884943001,-15.9237132579167,1582,-15.9237132579167,1
70160.7884943001,-15.9178379257116,1583,-15.9178379257116,1
70161.7884943001,-15.911962593507,1584,-15.911962593507,1
70162.7884943001,-15.9060424607303,1585,-15.9060424607303,1
70163.7884943001,-15.8996671007372,1586,-15.8996671007372,1
70164.7884943001,-15.8932917407435,1587,-15.8932917407435,1
70165.7884943001,-15.8869163807505,1588,-15.8869163807505,1
70166.7884943001,-15.8805410207569,1589,-15.8805410207569,1
70167.7884943001,-15.8741656607639,1590,-15.8741656607639,1
70168.7884943001,-15.8677903007708,1591,-15.8677903007708,1
70169.7884943001,-15.8614149407771,1592,-15.8614149407771,1
70170.7884943001,-15.8550395807841,1593,-15.8550395807841,1
70171.7884943001,-15.8486642207905,1594,-15.8486642207905,1
70172.7884943001,-15.8422888607975,1595,-15.8422888607975,1
70173.7884943001,-15.8359135008039,1596,-15.8359135008039,1
70174.7884943001,-15.8295381408107,1597,-15.8295381408107,1
70175.7884943001,-15.8231627808171,1598,-15.8231627808171,1
70176.7884943001,-15.8167874208241,1599,-15.8167874208241,1
70177.7884943001,-15.8104120608305,1600,-15.8104120608305,1
70178.7884943001,-15.8040367008374,1601,-15.8040367008374,1
70179.7884943001,-15.7976613408438,1602,-15.7976613408438,1
70180.7884943001,-15.7912859808507,1603,-15.7912859808507,1
70181.7884943001,-15.7849106208571,1604,-15.7849106208571,1
70182.7884943001,-15.7785352608641,1605,-15.7785352608641,1
70183.7884943001,-15.7721599008704,1606,-15.7721599008704,1
70184.7884943001,-15.7657845408773,1607,-15.7657845408773,1
70185.7884943001,-15.7594091808838,1608,-15.7594091808838,1
70186.7884943001,-15.7530338208906,1609,-15.7530338208906,1
70187.7884943001,-15.7466584608971,1610,-15.7466584608971,1
70188.7884943001,-15.740283100904,1611,-15.740283100904,1
70189.7884943001,-15.7339077409103,1612,-15.7339077409103,1
70190.7884943001,-15.7275323809173,1613,-15.7275323809173,1
70191.7884943001,-15.7211570209237,1614,-15.7211570209237,1
70192.7884943001,-15.7147816609307,1615,-15.7147816609307,1
70193.7884943001,-15.7084063009376,1616,-15.7084063009376,1
70194.7884943001,-15.7020309409439,1617,-15.7020309409439,1
70195.7884943001,-15.6956555809503,1618,-15.6956555809503,1
70196.7884943001,-15.6892802209573,1619,-15.6892802209573,1
70197.7884943001,-15.6829048609637,1620,-15.6829048609637,1
70198.7884943001,-15.6765295009707,1621,-15.6765295009707,1
70199.7884943001,-15.6701541409775,1622,-15.6701541409775,1
70200.7884943001,-15.6637787809839,1623,-15.6637787809839,1
70201.7884943001,-15.6574034209909,1624,-15.6574034209909,1
70202.7884943001,-15.6510280609973,1625,-15.6510280609973,1
70203.7884943001,-15.6446527010042,1626,-15.6446527010042,1
70204.7884943001,-15.6382773410106,1627,-15.6382773410106,1
70205.7884943001,-15.6319019810175,1628,-15.6319019810175,1
70206.7884943001,-15.6255266210239,1629,-15.6255266210239,1
70207.7884943001,-15.6191512610308,1630,-15.6191512610308,1
70208.7884943001,-15.6127759010372,1631,-15.6127759010372,1
70209.7884943001,-15.6064005410441,1632,-15.6064005410441,1
70210.7884943001,-15.6000251810506,1633,-15.6000251810506,1
70211.7884943001,-15.5936498210574,1634,-15.5936498210574,1
70212.7884943001,-15.5872744610638,1635,-15.5872744610638,1
70213.7884943001,-15.5808991010708,1636,-15.5808991010708,1
70214.7884943001,-15.5745237410771,1637,-15.5745237410771,1
70215.7884943001,-15.5681483810841,1638,-15.5681483810841,1
70216.7884943001,-15.5617730210905,1639,-15.5617730210905,1
70217.7884943001,-15.5553976610973,1640,-15.5553976610973,1
70218.7884943001,-15.5489242632718,1641,-15.5489242632718,1
70219.7884943001,-15.5414920250074,1642,-15.5414920250074,1
70220.7884943001,-15.5340597867424,1643,-15.5340597867424,1
70221.7884943001,-15.5266275484781,1644,-15.5266275484781,1
70222.7884943001,-15.5191953102131,1645,-15.5191953102131,1
70223.7884943001,-15.5117630719487,1646,-15.5117630719487,1
70224.7884943001,-15.5043308336843,1647,-15.5043308336843,1
70225.7884943001,-15.4968985954193,1648,-15.4968985954193,1
70226.7884943001,-15.4894663571549,1649,-15.4894663571549,1
70227.7884943001,-15.48203411889,1650,-15.48203411889,1
70228.7884943001,-15.4746018806256,1651,-15.4746018806256,1
70229.7884943001,-15.4671696423606,1652,-15.4671696423606,1
70230.7884943001,-15.4597374040961,1653,-15.4597374040961,1
70231.7884943001,-15.4523051658312,1654,-15.4523051658312,1
70232.7884943001,-15.4448729275668,1655,-15.4448729275668,1
70233.7884943001,-15.4374406893018,1656,-15.4374406893018,1
70234.7884943001,-15.4300084510375,1657,-15.4300084510375,1
70235.7884943001,-15.4225762127725,1658,-15.4225762127725,1
70236.7884943001,-15.415143974508,1659,-15.415143974508,1
70237.7884943001,-15.407662682971,1660,-15.407662682971,1
70238.7884943001,-15.3997076878403,1661,-15.3997076878403,1
70239.7884943001,-15.3917526927091,1662,-15.3917526927091,1
70240.7884943001,-15.3837976975785,1663,-15.3837976975785,1
70241.7884943001,-15.3758427024473,1664,-15.3758427024473,1
70242.7884943001,-15.3678877073165,1665,-15.3678877073165,1
70243.7884943001,-15.3599327121853,1666,-15.3599327121853,1
70244.7884943001,-15.3519777170547,1667,-15.3519777170547,1
70245.7884943001,-15.3440227219235,1668,-15.3440227219235,1
70246.7884943001,-15.336067726793,1669,-15.336067726793,1
70247.7884943001,-15.3281127316617,1670,-15.3281127316617,1
70248.7884943001,-15.3201577365312,1671,-15.3201577365312,1
70249.7884943001,-15.3122027414005,1672,-15.3122027414005,1
70250.7884943001,-15.3042477462693,1673,-15.3042477462693,1
70251.7884943001,-15.2962927511386,1674,-15.2962927511386,1
70252.7884943001,-15.2883377560074,1675,-15.2883377560074,1
70253.7884943001,-15.2803827608768,1676,-15.2803827608768,1
70254.7884943001,-15.2724277657456,1677,-15.2724277657456,1
70255.7884943001,-15.2644727706148,1678,-15.2644727706148,1
70256.7884943001,-15.2565177754837,1679,-15.2565177754837,1
70257.7884943001,-15.2485627803531,1680,-15.2485627803531,1
70258.7884943001,-15.2406077852218,1681,-15.2406077852218,1
70259.7884943001,-15.2326527900913,1682,-15.2326527900913,1
70260.7884943001,-15.22469779496,1683,-15.22469779496,1
70261.7884943001,-15.2167427998293,1684,-15.2167427998293,1
70262.7884943001,-15.208787804698,1685,-15.208787804698,1
70263.7884943001,-15.2008328095675,1686,-15.2008328095675,1
70264.7884943001,-15.1928778144362,1687,-15.1928778144362,1
70265.7884943001,-15.1849228193057,1688,-15.1849228193057,1
70266.7884943001,-15.1769678241744,1689,-15.1769678241744,1
70267.7884943001,-15.1690128290437,1690,-15.1690128290437,1
70268.7884943001,-15.1610578339125,1691,-15.1610578339125,1
70269.7884943001,-15.1531028387819,1692,-15.1531028387819,1
70270.7884943001,-15.1451478436507,1693,-15.1451478436507,1
70271.7884943001,-15.1371928485201,1694,-15.1371928485201,1
70272.7884943001,-15.1292378533888,1695,-15.1292378533888,1
70273.7884943001,-15.1212828582583,1696,-15.1212828582583,1
70274.7884943001,-15.1133278631276,1697,-15.1133278631276,1
70275.7884943001,-15.1053728679963,1698,-15.1053728679963,1
70276.7884943001,-15.0974178728658,1699,-15.0974178728658,1
70277.7884943001,-15.0894628777345,1700,-15.0894628777345,1
70278.7884943001,-15.081507882604,1701,-15.081507882604,1
70279.7884943001,-15.0735528874728,1702,-15.0735528874728,1
70280.7884943001,-15.065597892342,1703,-15.065597892342,1
70281.7884943001,-15.0576428972108,1704,-15.0576428972108,1
70282.7884943001,-15.0496879020802,1705,-15.0496879020802,1
70283.7884943001,-15.041732906949,1706,-15.041732906949,1
70284.7884943001,-15.0337779118184,1707,-15.0337779118184,1
70285.7884943001,-15.0258229166871,1708,-15.0258229166871,1
70286.7884943001,-15.0178679215564,1709,-15.0178679215564,1
70287.7884943001,-15.0099129264252,1710,-15.0099129264252,1
70288.7884943001,-15.0019579312946,1711,-15.0019579312946,1
70289.7884943001,-14.9940029361634,1712,-14.9940029361634,1
70290.7884943001,-14.9860479410328,1713,-14.9860479410328,1
70291.7884943001,-14.9780929459015,1714,-14.9780929459015,1
70292.7884943001,-14.9704695646351,1715,-14.9704695646351,1
70293.7884943001,-14.9659352176704,1716,-14.9659352176704,1
70294.7884943001,-14.9614008707061,1717,-14.9614008707061,1
70295.7884943001,-14.9568665237414,1718,-14.9568665237414,1
70296.7884943001,-14.9523321767771,1719,-14.9523321767771,1
70297.7884943001,-14.9477978298124,1720,-14.9477978298124,1
70298.7884943001,-14.9432634828481,1721,-14.9432634828481,1
70299.7884943001,-14.9387291358837,1722,-14.9387291358837,1
70300.7884943001,-14.934194788919,1723,-14.934194788919,1
70301.7884943001,-14.9296604419547,1724,-14.9296604419547,1
70302.7884943001,-14.92512609499,1725,-14.92512609499,1
70303.7884943001,-14.9205917480256,1726,-14.9205917480256,1
70304.7884943001,-14.9160574010609,1727,-14.9160574010609,1
70305.7884943001,-14.9115230540966,1728,-14.9115230540966,1
70306.7884943001,-14.9069887071319,1729,-14.9069887071319,1
70307.7884943001,-14.9024543601675,1730,-14.9024543601675,1
70308.7884943001,-14.8979200132028,1731,-14.8979200132028,1
70309.7884943001,-14.8933856662385,1732,-14.8933856662385,1
70310.7884943001,-14.8888513192738,1733,-14.8888513192738,1
70311.7884943001,-14.8843169723094,1734,-14.8843169723094,1
70312.7884943001,-14.879715752002,1735,-14.879715752002,1
70313.7884943001,-14.8744995478787,1736,-14.8744995478787,1
70314.7884943001,-14.8692833437549,1737,-14.8692833437549,1
70315.7884943001,-14.8640671396316,1738,-14.8640671396316,1
70316.7884943001,-14.8588509355079,1739,-14.8588509355079,1
70317.7884943001,-14.8536347313845,1740,-14.8536347313845,1
70318.7884943001,-14.8484185272608,1741,-14.8484185272608,1
70319.7884943001,-14.8432023231374,1742,-14.8432023231374,1
70320.7884943001,-14.8379861190137,1743,-14.8379861190137,1
70321.7884943001,-14.8327699148904,1744,-14.8327699148904,1
70322.7884943001,-14.8275537107667,1745,-14.8275537107667,1
70323.7884943001,-14.8223375066433,1746,-14.8223375066433,1
70324.7884943001,-14.8171213025195,1747,-14.8171213025195,1
70325.7884943001,-14.8119050983961,1748,-14.8119050983961,1
70326.7884943001,-14.8066888942724,1749,-14.8066888942724,1
70327.7884943001,-14.8014726901491,1750,-14.8014726901491,1
70328.7884943001,-14.7962564860253,1751,-14.7962564860253,1
70329.7884943001,-14.791040281902,1752,-14.791040281902,1
70330.7884943001,-14.7858240777787,1753,-14.7858240777787,1
70331.7884943001,-14.7806078736549,1754,-14.7806078736549,1
70332.7884943001,-14.7753916695316,1755,-14.7753916695316,1
70333.7884943001,-14.7701754654079,1756,-14.7701754654079,1
70334.7884943001,-14.7649592612845,1757,-14.7649592612845,1
70335.7884943001,-14.7597430571608,1758,-14.7597430571608,1
70336.7884943001,-14.7545268530374,1759,-14.7545268530374,1
70337.7884943001,-14.7493106489137,1760,-14.7493106489137,1
70338.7884943001,-14.7440944447904,1761,-14.7440944447904,1
70339.7884943001,-14.7388782406666,1762,-14.7388782406666,1
70340.7884943001,-14.7336620365433,1763,-14.7336620365433,1
70341.7884943001,-14.7284458324196,1764,-14.7284458324196,1
70342.7884943001,-14.7232296282962,1765,-14.7232296282962,1
70343.7884943001,-14.7180134241724,1766,-14.7180134241724,1
70344.7884943001,-14.7127972200491,1767,-14.7127972200491,1
70345.7884943001,-14.7075810159254,1768,-14.7075810159254,1
70346.7884943001,-14.7023648118021,1769,-14.7023648118021,1
70347.7884943001,-14.6971486076783,1770,-14.6971486076783,1
70348.7884943001,-14.6919324035549,1771,-14.6919324035549,1
70349.7884943001,-14.6867161994311,1772,-14.6867161994311,1
70350.7884943001,-14.6814999953078,1773,-14.6814999953078,1
70351.7884943001,-14.676283791184,1774,-14.676283791184,1
70352.7884943001,-14.6710675870607,1775,-14.6710675870607,1
70353.7884943001,-14.665851382937,1776,-14.665851382937,1
70354.7884943001,-14.6606351788137,1777,-14.6606351788137,1
70355.7884943001,-14.6554189746903,1778,-14.6554189746903,1
70356.7884943001,-14.6502027705666,1779,-14.6502027705666,1
70357.7884943001,-14.6449865664433,1780,-14.6449865664433,1
70358.7884943001,-14.6397703623195,1781,-14.6397703623195,1
70359.7884943001,-14.6345541581962,1782,-14.6345541581962,1
70360.7884943001,-14.6293379540725,1783,-14.6293379540725,1
70361.7884943001,-14.6241217499491,1784,-14.6241217499491,1
70362.7884943001,-14.6189055458254,1785,-14.6189055458254,1
70363.7884943001,-14.613689341702,1786,-14.613689341702,1
70364.7884943001,-14.6084731375783,1787,-14.6084731375783,1
70365.7884943001,-14.603256933455,1788,-14.603256933455,1
70366.7884943001,-14.5980407293312,1789,-14.5980407293312,1
70367.7884943001,-14.592857872028,1790,-14.592857872028,1
70368.7884943001,-14.5879712330286,1791,-14.5879712330286,1
