z,x,dist,ne
-24.2186584415294,68642.7664840062,651,1
-24.212815161079,68643.7664894863,652,1
-24.2040281944955,68644.7664975351,653,1
-24.1952412279113,68645.7665055839,654,1
-24.186454261328,68646.7665136328,655,1
-24.1776672947438,68647.7665216816,656,1
-24.1688803281605,68648.7665297305,657,1
-24.1600933615763,68649.7665377793,658,1
-24.1513063949929,68650.7665458282,659,1
-24.1425194284086,68651.766553877,660,1
-24.1337324618253,68652.7665619259,661,1
-24.1249454952411,68653.7665699747,662,1
-24.1161585286577,68654.7665780236,663,1
-24.1073715620735,68655.7665860724,664,1
-24.0985845954902,68656.7665941213,665,1
-24.0897976289059,68657.7666021701,666,1
-24.0810106623225,68658.766610219,667,1
